Date;ES2YPrice;ES2YYield;ES5YPrice;ES5YYield;ES10YPrice;ES10YYield;DE2YPrice;DE2YYield;DE5YPrice;DE5YYield;DE10YPrice;DE10YYield;CH2YPrice;CH2YYield;CH5YPrice;CH5YYield;CH10YPrice;CH10YYield;EURCHF
19-Jul-2002;101.300;3.834;101.710;4.358;102.685;4.988;100.370;3.794;98.580;4.333;101.240;4.840;108.260;1.564;109.35;2.539;97.45;3.052;1.4592
26-Jul-2002;101.620;3.644;102.340;4.191;103.391;4.887;100.720;3.598;99.240;4.171;102.120;4.721;108.600;1.318;110;2.408;98.25;2.958;1.4463
02-Aug-2002;101.980;3.467;102.950;4.024;104.250;4.770;101.050;3.411;99.950;3.998;102.880;4.613;108.730;1.199;109.98;2.42;97.96;2.993;1.45
09-Aug-2002;101.900;3.489;102.970;4.023;104.710;4.709;101.000;3.447;99.920;4.005;103.410;4.562;108.470;1.290;109.72;2.456;97.82;3.014;1.4579
16-Aug-2002;101.620;3.628;102.720;4.106;104.920;4.719;100.780;3.607;101.530;4.135;103.360;4.556;108.900;1.220;109.7;2.459;98.03;2.988;1.4662
23-Aug-2002;101.670;3.582;102.600;4.114;104.100;4.788;100.700;3.591;101.350;4.174;102.690;4.653;108.150;1.362;108.9;2.613;96.9;3.122;1.4718
30-Aug-2002;101.890;3.463;103.100;3.978;104.790;4.704;100.920;3.459;101.980;4.032;103.390;4.555;108.470;1.135;109.71;2.451;97.87;3.01;1.4715
06-Sep-2002;102.350;3.217;104.020;3.764;106.170;4.558;101.310;3.227;102.910;3.823;104.600;4.420;108.600;0.990;110.34;2.283;99.66;2.791;1.4569
13-Sep-2002;102.220;3.267;103.830;3.791;105.830;4.573;101.214;3.275;102.810;3.843;104.530;4.428;108.350;1.072;110.77;2.183;100.17;2.729;1.4672
20-Sep-2002;102.380;3.179;104.190;3.686;103.650;4.535;101.330;3.198;103.233;3.747;105.020;4.360;108.400;0.978;111.33;2.07;101.01;2.631;1.4641
27-Sep-2002;102.350;3.171;104.320;3.661;103.800;4.531;100.150;3.170;103.470;3.692;105.140;4.327;108.200;1.037;111.07;2.116;100.76;2.658;1.4647
04-Oct-2002;102.540;3.058;104.580;3.591;103.770;4.541;100.440;3.014;103.760;3.625;104.970;4.346;108.250;0.940;111.26;2.075;101.02;2.628;1.4613
11-Oct-2002;102.310;3.143;104.370;3.673;103.530;4.576;100.100;3.195;102.891;3.816;104.300;4.475;108.150;0.937;110.97;2.133;100.27;2.713;1.4643
18-Oct-2002;102.190;3.250;103.630;3.854;102.090;4.756;99.960;3.270;102.300;3.948;103.050;4.597;108.000;0.965;110.75;2.167;99.51;2.791;1.4695
25-Oct-2002;102.190;3.213;103.650;3.808;102.170;4.722;100.085;3.201;102.370;3.930;103.110;4.584;108.000;0.896;110.98;2.123;99.95;2.755;1.4662
01-Nov-2002;102.477;3.069;104.270;3.677;103.110;4.654;100.310;3.108;102.860;3.816;103.380;4.559;108.000;0.835;111.46;2.015;100.99;2.633;1.4612
08-Nov-2002;102.430;3.024;104.320;3.615;103.140;4.592;100.255;3.104;103.330;3.707;104.150;4.440;108.250;0.597;111.7;1.967;101.32;2.593;1.4614
15-Nov-2002;102.460;2.990;101.880;3.827;103.370;4.560;100.315;3.068;103.204;3.733;104.150;4.455;107.900;0.756;111.8;1.903;101.97;2.515;1.4649
22-Nov-2002;102.400;3.028;101.720;3.863;103.070;4.612;100.359;3.041;102.905;3.799;103.720;4.517;107.450;0.990;111.55;1.938;101.8;2.526;1.4721
29-Nov-2002;102.301;3.058;101.710;3.859;103.340;4.566;100.450;3.095;102.880;3.802;103.890;4.483;108.790;1.067;111.34;2.005;101.38;2.62;1.4743
06-Dec-2002;102.460;2.951;102.030;3.779;103.960;4.488;100.300;3.070;103.250;3.714;104.470;4.416;106.370;0.955;112.05;1.817;102.54;2.448;1.4709
13-Dec-2002;102.680;2.800;102.780;3.613;104.890;4.384;100.154;2.918;103.850;3.573;105.190;4.330;106.470;0.866;112.53;1.714;103.78;2.298;1.4765
20-Dec-2002;102.740;2.718;102.990;3.565;105.120;4.369;100.410;2.770;104.105;3.510;105.410;4.290;106.460;0.850;112.73;1.635;104.21;2.245;1.4617
27-Dec-2002;102.830;2.636;103.470;3.453;105.630;4.274;100.520;2.720;104.580;3.398;106.150;4.197;106.620;0.798;113.03;1.632;104.65;2.193;1.4509
03-Jan-2003;102.697;2.721;102.960;3.562;104.687;4.413;100.420;2.771;104.130;3.501;105.287;4.323;106.520;0.729;112.92;1.588;104.36;2.226;1.457
10-Jan-2003;102.840;2.608;103.440;3.456;105.340;4.313;100.627;2.656;104.570;3.400;101.930;4.263;106.550;0.700;112.94;1.459;104.06;2.26;1.459
17-Jan-2003;102.836;2.585;103.850;3.358;106.080;4.216;100.670;2.624;104.890;3.315;102.610;4.178;109.240;0.729;112.82;1.534;114.71;2.341;1.4596
24-Jan-2003;102.920;2.495;104.340;3.254;107.350;4.055;100.760;2.574;105.340;3.220;103.980;4.011;109.170;0.733;113.05;1.491;115.19;2.288;1.465
31-Jan-2003;102.840;2.518;104.160;3.288;106.910;4.105;100.730;2.587;105.120;3.260;103.545;4.075;108.960;0.778;112.86;1.51;114.81;2.325;1.4688
07-Feb-2003;102.950;2.424;104.520;3.199;107.380;4.045;100.900;2.486;105.540;3.155;104.090;3.998;109.080;0.688;113.21;1.439;115.22;2.28;1.4662
14-Feb-2003;102.970;2.405;104.820;3.132;107.740;4.024;100.990;2.430;106.005;3.066;104.310;3.975;109.070;0.632;113.53;1.374;115.64;2.241;1.4695
21-Feb-2003;103.020;2.371;105.020;3.091;108.310;3.968;100.990;2.424;106.170;3.050;104.800;3.934;108.950;0.645;113.57;1.356;115.6;2.223;1.4689
28-Feb-2003;103.055;2.272;105.280;3.017;108.310;3.931;101.230;2.278;106.370;2.944;104.850;3.897;108.900;0.640;113.47;1.374;115.27;2.27;1.4603
07-Mar-2003;103.090;2.207;105.570;2.940;108.977;3.853;101.282;2.240;105.760;3.006;105.350;3.841;109.310;0.416;114.52;1.134;117;2.079;1.4699
14-Mar-2003;102.810;2.398;104.440;3.195;107.390;4.045;100.870;2.475;104.720;3.277;104.160;4.030;108.870;0.595;113.68;1.319;115.48;2.24;1.4671
21-Mar-2003;103.350;2.571;103.290;3.465;105.610;4.309;100.560;2.656;103.350;3.526;101.840;4.287;108.450;0.800;111.69;1.678;112.62;2.542;1.4761
28-Mar-2003;103.420;2.419;104.060;3.272;106.540;4.141;100.010;2.494;104.030;3.333;103.040;4.126;108.480;0.737;111.99;1.615;113.2;2.474;1.4761
04-Apr-2003;103.400;2.424;103.880;3.313;106.130;4.205;100.030;2.483;103.830;3.368;102.520;4.185;108.500;0.687;111.82;1.644;112.72;2.52;1.4867
11-Apr-2003;103.360;2.444;103.810;3.321;106.320;4.198;99.930;2.537;103.810;3.423;102.580;4.199;108.110;0.741;111.53;1.68;112.4;2.555;1.4979
18-Apr-2003;103.270;2.420;103.720;3.345;106.820;4.165;99.810;2.550;103.960;3.426;102.480;4.184;108.250;0.716;111.72;1.634;113.15;2.471;1.5034
25-Apr-2003;105.150;2.558;104.320;3.201;100.150;4.183;100.100;2.443;104.220;3.286;103.210;4.101;108.000;0.712;111.7;1.636;113.08;2.469;1.5021
02-May-2003;105.270;2.481;104.580;3.131;100.430;4.147;100.160;2.409;104.360;3.276;103.450;4.087;108.100;0.591;111.88;1.584;113.01;2.461;1.509
09-May-2003;105.430;2.405;105.150;2.997;101.590;4.006;100.340;2.307;105.040;3.095;104.600;3.929;108.210;0.474;112.57;1.428;114.3;2.34;1.5093
16-May-2003;105.660;2.269;105.660;2.872;102.500;3.904;100.490;2.221;100.200;2.988;105.440;3.837;108.180;0.436;113.19;1.293;115.54;2.197;1.5137
23-May-2003;105.820;2.172;106.110;2.759;103.920;3.730;100.710;2.093;100.820;2.834;106.960;3.634;108.470;0.414;113.4;1.23;115.89;2.154;1.5253
30-May-2003;105.760;2.202;105.870;2.821;103.130;3.828;100.690;2.100;100.680;2.849;106.545;3.693;108.010;0.429;112.91;1.335;115.1;2.241;1.5285
06-Jun-2003;106.010;2.089;106.300;2.710;103.530;3.777;100.840;2.009;101.195;2.764;106.680;3.655;108.010;0.362;113.44;1.243;116.17;2.148;1.5445
13-Jun-2003;106.222;1.913;107.210;2.485;105.510;3.538;101.050;1.881;101.910;2.587;108.340;3.464;107.970;0.341;113.1;1.269;115.93;2.155;1.5385
20-Jun-2003;105.980;2.029;106.200;2.721;103.710;3.753;100.760;2.045;100.762;2.879;106.580;3.729;107.690;0.445;112.15;1.461;113.39;2.423;1.5409
27-Jun-2003;105.620;2.185;105.570;2.861;102.460;3.898;99.665;2.176;99.920;3.037;105.030;3.883;107.560;0.503;112.12;1.456;113.45;2.414;1.542
04-Jul-2003;105.590;2.137;105.550;2.856;102.020;3.948;99.820;2.095;100.040;2.987;98.540;3.916;107.570;0.398;112.4;1.381;114.01;2.345;1.5487
11-Jul-2003;105.490;2.161;105.500;2.865;101.960;3.965;99.739;2.139;100.100;2.968;98.700;3.905;107.500;0.380;112.52;1.35;114.43;2.294;1.5536
18-Jul-2003;105.180;2.284;104.800;3.034;100.870;4.095;99.520;2.260;99.400;3.134;97.680;4.035;107.330;0.433;111.92;1.462;113.11;2.433;1.5353
25-Jul-2003;105.140;2.290;104.820;3.018;101.350;4.033;99.495;2.276;99.380;3.153;97.880;4.024;107.130;0.414;111.77;1.486;113.06;2.456;1.5471
01-Aug-2003;104.400;2.648;103.400;3.362;99.740;4.226;98.770;2.684;97.950;3.503;96.470;4.201;107.120;0.445;111.28;1.587;112.28;2.52;1.5383
08-Aug-2003;104.750;2.433;104.320;3.136;101.250;4.041;99.260;2.413;99.030;3.211;97.900;3.998;106.910;0.501;111.29;1.662;112.94;2.462;1.5373
15-Aug-2003;104.460;2.559;103.600;3.317;100.030;4.199;99.050;2.537;98.200;3.423;96.710;4.165;106.840;0.531;110.73;1.688;111.5;2.618;1.5435
22-Aug-2003;104.270;2.619;103.350;3.379;99.820;4.222;98.920;2.618;97.990;3.475;96.540;4.186;106.750;0.499;110.42;1.74;111;2.656;1.5407
29-Aug-2003;104.270;2.606;103.360;3.378;99.690;4.244;99.010;2.571;98.080;3.434;96.520;4.167;106.660;0.511;110.22;1.788;110.7;2.693;1.5374
05-Sep-2003;104.240;2.607;103.140;3.421;98.940;4.333;99.070;2.542;97.810;3.518;95.580;4.305;106.550;0.543;109.6;1.915;109.63;2.816;1.5348
12-Sep-2003;104.470;2.448;103.780;3.250;100.170;4.176;99.250;2.441;98.560;3.338;96.800;4.144;106.520;0.459;110.01;1.739;110.37;2.663;1.5567
19-Sep-2003;104.490;2.407;103.920;3.212;100.340;4.158;99.307;2.411;98.630;3.323;96.760;4.155;106.450;0.446;110.3;1.735;110.55;2.69;1.5568
26-Sep-2003;104.710;2.268;104.530;3.052;101.150;4.049;100.290;2.346;99.340;3.158;97.750;4.033;106.430;0.351;110.85;1.599;111.54;2.601;1.541
03-Oct-2003;104.310;2.460;103.740;3.259;99.860;4.216;99.840;2.585;98.300;3.432;96.310;4.234;106.290;0.489;110.72;1.669;110.77;2.688;1.5471
10-Oct-2003;104.280;2.463;103.690;3.257;99.810;4.218;99.834;2.588;98.420;3.451;96.440;4.203;106.220;0.398;110.62;1.656;111.11;2.643;1.5493
17-Oct-2003;103.950;2.611;103.020;3.429;98.920;4.335;99.630;2.701;97.750;3.616;95.520;4.324;106.020;0.486;110.18;1.712;110.4;2.718;1.5504
24-Oct-2003;104.010;2.562;103.220;3.372;99.310;4.285;99.734;2.645;98.080;3.540;96.020;4.250;105.920;0.489;110.22;1.709;111;2.647;1.546
31-Oct-2003;103.910;2.594;103.100;3.400;98.990;4.323;99.670;2.682;97.860;3.589;99.370;4.328;105.750;0.487;110.09;1.726;110.68;2.685;1.552
07-Nov-2003;103.590;2.755;102.360;3.599;97.700;4.500;99.430;2.842;97.210;3.792;98.020;4.494;105.540;0.664;109.32;1.895;109.43;2.834;1.5704
14-Nov-2003;103.860;2.593;103.060;3.405;98.790;4.349;99.709;2.663;97.830;3.630;99.070;4.363;105.400;0.653;109.56;1.838;109.93;2.761;1.563
21-Nov-2003;103.920;2.502;103.280;3.347;99.060;4.316;99.830;2.595;98.160;3.553;99.410;4.318;105.470;0.547;109.92;1.713;110.66;2.673;1.5459
28-Nov-2003;103.520;2.726;102.500;3.552;97.990;4.457;99.514;2.779;97.420;3.754;98.360;4.468;105.200;0.735;109.3;1.889;109.35;2.823;1.5478
05-Dec-2003;103.660;2.624;102.860;3.466;98.530;4.387;99.780;2.649;97.880;3.589;99.270;4.329;105.110;0.707;109.48;1.792;110.48;2.68;1.5506
12-Dec-2003;103.800;2.500;103.260;3.336;99.260;4.290;99.900;2.556;98.190;3.539;99.550;4.304;105.170;0.569;110.05;1.668;111.23;2.606;1.5501
19-Dec-2003;103.790;2.478;103.370;3.299;99.440;4.268;100.020;2.532;98.440;3.499;99.710;4.279;105.140;0.500;110.25;1.615;111.49;2.575;1.5534
26-Dec-2003;103.810;2.453;103.340;3.278;99.700;4.236;99.960;2.520;98.550;3.470;100.000;4.247;104.970;0.526;110.18;1.615;111.53;2.57;1.5584
02-Jan-2004;103.760;2.452;103.310;3.326;99.040;4.321;100.110;2.429;98.430;3.546;99.340;4.328;104.920;0.553;109.91;1.662;111.02;2.626;1.5588
09-Jan-2004;103.990;2.262;104.130;3.080;100.510;4.133;100.680;2.379;99.210;3.282;100.840;4.141;107.760;0.969;106.59;1.876;113.58;2.672;1.5662
16-Jan-2004;103.940;2.282;104.080;3.094;100.480;4.136;100.750;2.443;99.200;3.330;100.680;4.166;107.930;0.880;106.95;1.811;113.84;2.649;1.5671
23-Jan-2004;103.980;2.211;104.290;3.019;100.810;4.095;100.780;2.380;99.460;3.257;101.040;4.132;108.050;0.784;107.32;1.718;114.13;2.626;1.5626
30-Jan-2004;103.700;2.364;103.680;3.189;99.660;4.242;100.400;2.514;98.870;3.394;100.020;4.236;107.740;0.894;106.68;1.852;113.24;2.708;1.568
06-Feb-2004;103.870;2.216;104.190;3.036;100.400;4.137;100.600;2.355;99.160;3.255;100.810;4.134;107.840;0.819;107.14;1.746;114.18;2.609;1.5669
13-Feb-2004;103.880;2.169;104.340;2.990;100.720;4.105;100.760;2.317;99.562;3.333;101.040;4.102;107.900;0.743;107.67;1.634;114.98;2.516;1.5772
20-Feb-2004;103.790;2.210;104.240;3.014;100.520;4.132;100.790;2.375;99.660;3.374;101.110;4.142;107.780;0.792;107.55;1.67;114.28;2.583;1.5787
27-Feb-2004;103.890;2.100;104.670;2.884;101.170;4.048;100.890;2.193;99.890;3.228;101.310;4.038;107.820;0.728;107.66;1.627;114.59;2.552;1.5761
05-Mar-2004;103.870;2.082;104.850;2.817;101.650;3.985;100.780;2.158;99.750;3.159;101.320;3.969;107.810;0.700;107.88;1.572;115.17;2.489;1.5786
12-Mar-2004;103.840;2.060;105.090;2.751;102.310;3.896;101.000;2.158;100.610;3.109;102.660;3.910;107.740;0.699;108.19;1.507;115.88;2.411;1.5683
19-Mar-2004;103.870;2.000;105.190;2.715;102.350;3.890;101.110;2.092;100.800;3.082;102.880;3.897;107.600;0.731;107.99;1.538;115.49;2.447;1.5599
26-Mar-2004;103.910;1.946;105.360;2.667;106.590;3.970;101.200;2.049;101.170;3.041;103.230;3.887;107.580;0.710;107.89;1.549;115.3;2.465;1.5577
02-Apr-2004;103.500;2.180;104.380;2.945;104.860;4.181;99.650;2.381;100.590;3.327;102.420;4.091;107.130;0.887;106.88;1.751;113.76;2.619;1.5653
09-Apr-2004;101.610;2.271;101.620;3.228;104.930;4.146;99.530;2.254;100.020;3.264;101.540;4.069;106.850;0.990;106.8;1.766;114.12;2.587;1.5502
16-Apr-2004;101.470;2.349;101.280;3.302;104.570;4.189;99.380;2.366;99.460;3.345;100.823;4.123;106.690;1.045;106.47;1.809;113.74;2.621;1.553
23-Apr-2004;101.360;2.415;101.080;3.358;104.090;4.252;99.370;2.397;99.410;3.382;100.680;4.168;106.490;1.107;106.2;1.895;113.03;2.702;1.5563
30-Apr-2004;101.310;2.418;100.950;3.380;104.080;4.249;99.254;2.416;99.060;3.395;100.280;4.213;106.230;1.110;105.99;1.924;113.17;2.651;1.5511
07-May-2004;101.080;2.546;100.470;3.490;103.260;4.352;99.230;2.601;99.030;3.569;100.130;4.307;106.320;1.235;105.36;2.018;112.55;2.75;1.5457
14-May-2004;101.040;2.569;100.200;3.541;102.950;4.377;99.050;2.553;98.360;3.574;99.160;4.307;105.880;1.259;105.4;2.039;111.77;2.785;1.5384
21-May-2004;101.120;2.513;100.380;3.503;103.170;4.357;99.150;2.553;98.540;3.596;99.380;4.335;106.140;1.201;105.57;1.997;112.35;2.755;1.5366
28-May-2004;101.130;2.484;100.490;3.479;103.270;4.344;99.230;2.536;99.050;3.526;99.785;4.320;106.020;1.178;105.18;2.075;112.06;2.793;1.5297
04-Jun-2004;100.970;2.597;100.100;3.582;102.670;4.417;99.014;2.636;98.490;3.607;98.970;4.391;105.730;1.309;104.64;2.195;111.23;2.889;1.5205
11-Jun-2004;104.110;2.978;99.770;3.651;102.460;4.453;98.830;2.770;98.210;3.722;98.760;4.431;105.410;1.449;104.33;2.253;110.84;2.931;1.5128
18-Jun-2004;104.200;2.922;100.070;3.579;103.080;4.365;98.810;2.687;98.160;3.619;98.980;4.349;105.450;1.396;104.6;2.195;111.54;2.849;1.5073
25-Jun-2004;104.340;2.847;100.310;3.525;103.280;4.340;100.070;2.718;98.680;3.572;99.580;4.321;105.420;1.413;104.52;2.243;111.39;2.912;1.5182
02-Jul-2004;104.510;2.753;100.530;3.453;103.720;4.280;100.117;2.638;98.650;3.501;99.535;4.268;105.440;1.336;104.68;2.16;111.41;2.859;1.5179
09-Jul-2004;104.520;2.742;100.710;3.423;103.930;4.266;100.280;2.599;99.100;3.446;100.120;4.224;105.490;1.284;104.81;2.136;111.72;2.822;1.5179
16-Jul-2004;104.580;2.699;100.880;3.374;104.210;4.225;100.200;2.565;98.950;3.414;99.950;4.199;105.500;1.234;104.93;2.102;111.83;2.795;1.5254
23-Jul-2004;104.380;2.772;100.590;3.446;103.840;4.268;100.200;2.650;99.013;3.496;99.970;4.246;105.400;1.256;104.86;2.125;111.79;2.813;1.5324
30-Jul-2004;104.390;2.752;100.670;3.421;104.060;4.238;100.140;2.622;98.800;3.460;99.840;4.214;105.370;1.242;104.93;2.109;111.74;2.808;1.5392
06-Aug-2004;104.710;2.577;101.450;3.240;105.240;4.095;100.400;2.448;99.460;3.273;100.770;4.074;105.680;1.013;105.96;1.878;113.46;2.671;1.535
13-Aug-2004;104.720;2.564;101.520;3.223;105.440;4.071;100.530;2.417;99.888;3.242;101.454;4.044;105.720;0.974;106.04;1.832;113.48;2.607;1.531
20-Aug-2004;104.670;2.573;101.520;3.229;105.310;4.089;100.530;2.425;99.910;3.256;101.440;4.058;105.560;1.018;105.87;1.858;113.16;2.628;1.5415
27-Aug-2004;104.600;2.588;101.470;3.244;105.260;4.095;100.540;2.444;99.920;3.268;101.490;4.064;105.400;1.080;105.68;1.903;112.8;2.682;1.5411
03-Sep-2004;104.280;2.710;101.060;3.344;104.690;4.167;100.450;2.592;100.504;3.469;101.340;4.141;105.190;1.169;105.54;1.93;112.48;2.695;1.5322
10-Sep-2004;104.370;2.650;101.370;3.249;105.420;4.077;100.270;2.565;100.430;3.391;101.370;4.063;105.130;1.166;105.71;1.885;113.3;2.623;1.5424
17-Sep-2004;104.340;2.651;101.460;3.243;105.660;4.043;100.300;2.551;100.560;3.362;101.660;4.018;105.050;1.145;105.76;1.887;113.34;2.616;1.5467
24-Sep-2004;104.360;2.638;101.640;3.182;106.120;3.978;99.910;2.594;101.000;3.309;102.420;3.962;105.060;1.137;105.69;1.9;113.21;2.633;1.5473
01-Oct-2004;104.350;2.615;101.540;3.208;105.660;4.043;99.900;2.573;100.860;3.339;102.040;4.022;104.990;1.134;105.55;1.886;113.32;2.608;1.5511
08-Oct-2004;104.460;2.552;101.860;3.117;106.270;3.964;99.830;2.499;100.720;3.207;101.820;3.923;105.000;0.910;105.66;1.845;113.8;2.591;1.5516
15-Oct-2004;104.580;2.498;102.160;3.075;106.790;3.931;100.110;2.445;101.430;3.166;102.920;3.893;105.060;1.010;106.2;1.742;114.34;2.496;1.5381
22-Oct-2004;104.580;2.463;102.270;3.028;107.000;3.876;100.170;2.412;101.550;3.116;103.040;3.838;105.060;0.966;106.41;1.677;114.29;2.486;1.5348
29-Oct-2004;104.490;2.444;102.180;3.024;106.860;3.872;100.077;2.416;101.490;3.117;103.070;3.854;104.980;0.974;106.33;1.695;114.37;2.472;1.5278
05-Nov-2004;104.350;2.552;102.080;3.086;106.700;3.916;100.152;2.486;101.636;3.217;103.160;3.909;104.900;0.989;106.34;1.679;114.47;2.464;1.5261
12-Nov-2004;104.530;2.374;102.550;2.924;107.620;3.770;100.190;2.364;101.800;3.061;103.395;3.769;104.700;1.298;106.5;1.633;115.31;2.366;1.5201
19-Nov-2004;104.370;2.457;102.420;2.973;107.670;3.780;100.080;2.447;101.650;3.102;103.493;3.779;;1.361;106.07;1.709;114.69;2.433;1.5128
26-Nov-2004;104.520;2.366;102.750;2.874;108.220;3.710;100.310;2.315;102.130;3.011;99.780;3.790;104.510;1.118;106.55;1.607;115.83;2.301;1.5139
03-Dec-2004;104.460;2.353;102.620;2.841;108.280;3.687;100.150;2.301;101.770;2.983;99.388;3.742;104.520;1.115;106.64;1.585;115.86;2.294;1.5212
10-Dec-2004;104.530;2.324;103.210;2.769;106.370;3.631;99.890;2.317;102.704;2.890;101.118;3.609;104.500;1.030;106.87;1.516;116.74;2.192;1.5349
17-Dec-2004;104.350;2.401;102.890;2.853;106.350;3.643;99.800;2.417;102.530;2.974;101.499;3.614;104.450;1.018;106.72;1.557;116.12;2.258;1.539
24-Dec-2004;104.220;2.421;102.890;2.837;106.430;3.626;99.680;2.418;102.380;2.946;101.220;3.602;104.500;0.937;106.69;1.55;116.24;2.242;1.5464
31-Dec-2004;104.120;2.452;102.530;2.906;105.650;3.705;99.680;2.478;102.030;3.028;100.560;3.675;104.420;0.954;106.52;1.612;115.64;2.307;1.5466
07-Jan-2005;104.160;2.428;102.790;2.864;106.270;3.639;99.770;2.453;102.250;2.975;101.100;3.605;104.500;0.831;106.87;1.501;116.76;2.176;1.5467
14-Jan-2005;104.210;2.370;102.980;2.796;106.790;3.575;99.780;2.368;102.555;2.923;101.510;3.558;107.790;1.175;109.28;1.73;113.56;2.269;1.5467
21-Jan-2005;104.150;2.344;102.900;2.811;106.670;3.579;99.760;2.385;102.374;2.923;101.481;3.561;107.770;1.158;109.26;1.729;113.49;2.274;1.5456
28-Jan-2005;104.120;2.358;102.940;2.800;106.860;3.556;99.671;2.375;102.230;2.912;101.270;3.540;107.740;1.148;109.38;1.702;113.78;2.243;1.5468
04-Feb-2005;104.070;2.359;102.940;2.804;107.320;3.509;99.677;2.399;102.305;2.914;101.550;3.496;107.840;1.081;109.82;1.617;114.86;2.132;1.5584
11-Feb-2005;104.070;2.364;103.070;2.774;107.620;3.476;99.778;2.378;102.732;2.875;102.606;3.464;107.810;1.067;110.05;1.569;115.9;2.026;1.5572
18-Feb-2005;103.870;2.462;102.480;2.960;106.000;3.693;99.659;2.488;102.220;3.069;101.390;3.676;107.380;1.220;108.95;1.763;113.29;2.286;1.5459
25-Feb-2005;103.800;2.448;102.330;2.954;105.430;3.720;99.582;2.484;101.770;3.069;100.150;3.711;107.260;1.238;108.74;1.795;112.5;2.364;1.5394
04-Mar-2005;103.870;2.386;102.570;2.872;105.580;3.706;99.618;2.416;101.730;3.005;99.840;3.698;107.390;1.156;108.93;1.754;113.1;2.3;1.5474
11-Mar-2005;103.820;2.371;102.480;2.909;105.000;3.779;99.720;2.412;101.860;3.048;99.810;3.770;107.250;1.189;108.73;1.786;112.28;2.383;1.5477
18-Mar-2005;103.700;2.412;102.390;2.928;105.450;3.714;99.630;2.485;101.910;3.058;100.490;3.698;107.220;1.175;108.69;1.788;112.32;2.376;1.5502
25-Mar-2005;103.540;2.463;102.210;2.954;105.370;3.728;99.860;2.526;101.660;3.099;100.329;3.712;107.000;1.239;108.43;1.829;111.95;2.412;1.5541
01-Apr-2005;103.720;2.388;102.760;2.836;106.340;3.633;100.170;2.467;102.110;2.960;100.950;3.616;107.119;1.168;108.952;1.728;113.226;2.279;1.5523
08-Apr-2005;103.730;2.321;102.900;2.766;106.420;3.583;100.200;2.392;101.300;2.970;101.520;3.566;107.143;1.130;109.179;1.68;113.401;2.258;1.5488
15-Apr-2005;103.790;2.265;103.180;2.696;107.190;3.507;100.320;2.337;101.410;2.892;101.755;3.481;107.128;1.108;109.771;1.563;114.57;2.136;1.5499
22-Apr-2005;103.790;2.209;103.310;2.658;107.400;3.488;100.370;2.297;101.650;2.856;102.060;3.466;107.279;1.010;109.92;1.528;114.869;2.103;1.5433
29-Apr-2005;103.830;2.177;103.540;2.598;107.960;3.426;100.490;2.241;102.080;2.789;102.910;3.398;107.183;1.024;109.986;1.509;115.003;2.087;1.5379
06-May-2005;103.790;2.171;103.440;2.635;107.620;3.471;100.540;2.260;102.210;2.833;102.970;3.441;107.305;0.937;109.925;1.514;114.69;2.116;1.5456
13-May-2005;103.760;2.152;103.650;2.555;108.700;3.342;100.530;2.241;102.220;2.740;103.290;3.312;107.137;0.980;110.236;1.448;115.52;2.029;1.5455
20-May-2005;103.660;2.174;103.470;2.592;108.400;3.365;100.460;2.238;102.240;2.773;99.140;3.373;107.073;0.983;110.216;1.446;115.528;2.025;1.5486
27-May-2005;103.720;2.091;103.750;2.505;108.750;3.321;100.610;2.150;102.510;2.684;99.410;3.325;107.056;0.964;110.314;1.421;115.817;1.994;1.5481
03-Jun-2005;103.770;2.056;104.150;2.426;109.910;3.215;100.760;2.117;102.960;2.600;100.230;3.232;107.113;0.905;110.515;1.376;115.993;1.973;1.5323
10-Jun-2005;103.750;2.013;104.260;2.350;110.350;3.124;100.820;2.073;103.400;2.519;101.080;3.134;107.138;0.860;110.639;1.345;116.716;1.897;1.5374
17-Jun-2005;103.630;2.063;102.490;2.717;109.050;3.277;100.650;2.180;102.590;2.655;99.580;3.284;107.064;0.862;110.093;1.442;115.372;2.031;1.5452
24-Jun-2005;103.720;1.950;103.230;2.552;110.340;3.120;100.010;2.023;103.280;2.496;100.800;3.130;107.086;0.817;110.085;1.437;115.376;2.027;1.5411
01-Jul-2005;103.630;2.010;103.140;2.573;110.210;3.141;100.000;2.063;103.356;2.526;100.970;3.155;106.936;0.856;110.104;1.426;116.219;1.938;1.5511
08-Jul-2005;103.490;2.055;102.940;2.632;110.000;3.173;99.806;2.144;103.067;2.570;100.560;3.184;106.769;0.905;109.8;1.478;116.302;1.927;1.5542
15-Jul-2005;103.360;2.116;102.430;2.724;109.090;3.270;99.612;2.227;102.549;2.659;99.590;3.288;106.536;0.989;109.537;1.522;115.685;1.987;1.5594
22-Jul-2005;103.340;2.085;102.650;2.671;109.450;3.227;99.690;2.178;102.570;2.612;99.790;3.233;106.709;0.865;110.03;1.419;116.532;1.897;1.5638
29-Jul-2005;103.240;2.141;102.510;2.701;109.370;3.236;99.620;2.209;102.670;2.654;100.250;3.239;106.451;0.964;109.675;1.481;115.972;1.951;1.5627
05-Aug-2005;103.120;2.183;101.940;2.834;108.370;3.365;99.490;2.327;102.190;2.784;99.210;3.379;106.212;1.059;109.204;1.569;115.34;2.014;1.5606
12-Aug-2005;103.110;2.135;102.300;2.729;108.960;3.265;99.570;2.252;102.210;2.682;99.160;3.284;106.116;1.075;109.142;1.574;115.39;2.006;1.5514
